LoanID,CustomerAge,Income,LoanAmount,InterestRate,TermMonths,CreditScore,OriginationDate,Defaulted,DefaultDate,DTI,LTI,AgeGroup,TimeToDefaultMonths,OriginationMonth,GDP_Growth,Unemployment_Rate,Inflation_Rate,GDP_Growth_3MAvg,Unemployment_3MAvg,Inflation_3MAvg,PD,LGD,EAD,ECL,CreditScoreBand,IFRS9_Stage,LoanAgeMonths
L03509,54,95019,39232,12.09,48,584,2023-05-15,0,,0.4128858438838548,0.4128858438838548,50s,0.0,2023-05-01,1.9134642250612213,4.921429141968128,2.536535433577892,1.9909266177032352,6.2400099885139495,2.8167784913630864,0.17,0.358,40619.06,2470.71,Fair,Stage 2,24
L03510,65,97850,41645,16.03,48,432,2023-07-04,1,2024-12-17,0.4256004087889627,0.4256004087889627,60s,18.0,2023-07-01,2.8595327514551823,5.310877284537378,1.991091463443845,2.153202880936504,5.174889285240408,2.426629539977202,0.74,0.209,42174.51,6517.73,Poor,Stage 3,22
L03511,33,67401,14057,11.24,60,545,2024-03-09,0,,0.2085577365320989,0.2085577365320989,30s,0.0,2024-03-01,2.717037698935256,6.6309184348097325,2.057574098064692,2.373906256198936,5.360597561089043,2.221815312843654,0.06,0.223,14237.39,190.87,Poor,Stage 2,14
L03512,31,27089,19623,4.04,60,312,2023-04-15,0,,0.7243899737900993,0.7243899737900993,30s,0.0,2023-04-01,2.312479485767456,6.424656253352545,2.984933326609414,2.1516471976282863,6.411166137758511,2.7851291234802766,0.15,0.288,19301.8,834.66,Poor,Stage 2,25
L03513,65,77061,9122,9.22,24,342,2023-03-10,0,,0.1183737558557506,0.1183737558557506,60s,0.0,2023-03-01,1.7468361422810283,7.373944570221173,2.9288667139019533,2.208256588031258,6.843451108528463,2.6913202522677024,0.16,0.325,9357.03,485.9,Poor,Stage 2,26
L03514,35,97228,15054,7.4,12,461,2023-04-23,0,,0.154831941416053,0.154831941416053,30s,0.0,2023-04-01,2.312479485767456,6.424656253352545,2.984933326609414,2.1516471976282863,6.411166137758511,2.7851291234802766,0.03,0.313,16044.57,150.75,Poor,Stage 2,25
L03515,65,48082,37024,10.69,48,531,2022-08-21,1,2023-08-13,0.7700178861112267,0.7700178861112267,60s,12.0,2022-08-01,1.5884499952760007,6.694642118148653,2.071038927995376,2.5550033703400445,5.676320311620862,2.2290679117675807,0.27,0.225,38531.18,2337.69,Poor,Stage 2,33
L03516,25,124720,42718,14.56,12,765,2023-10-26,0,,0.3425112251443233,0.3425112251443233,20s,0.0,2023-10-01,1.9361392798913275,5.201538083718159,2.1953790107849285,1.8066350953327208,4.933524106262756,2.652395419426751,0.31,0.215,42194.97,2806.57,Very Good,Stage 2,19
L03517,62,109856,11308,11.9,24,495,2024-01-23,0,,0.1029347509466938,0.1029347509466938,60s,0.0,2024-01-01,2.2579784143704336,5.323742143291377,2.26396814147374,1.964303541078592,6.45362652850156,2.2956399972246384,0.06,0.269,11638.5,187.64,Poor,Stage 2,16
L03518,61,101289,32979,11.69,12,550,2023-02-17,0,,0.325593104878121,0.325593104878121,60s,0.0,2023-02-01,2.395625964836375,5.4348975897018175,2.441587329929464,2.195429606838536,5.709865222129474,2.584092472343392,0.06,0.307,32444.14,598.44,Poor,Stage 2,27
L03519,62,138199,40043,17.49,12,322,2023-08-08,0,,0.2897488404402347,0.2897488404402347,60s,0.0,2023-08-01,2.32466590502742,5.368390005873416,2.822011395704353,2.290270107591903,5.323876239875504,2.521788194019356,0.06,0.293,40791.93,717.6,Poor,Stage 2,21
L03520,46,143498,27827,8.08,12,369,2023-10-26,0,,0.1939190790115541,0.1939190790115541,40s,0.0,2023-10-01,1.9361392798913275,5.201538083718159,2.1953790107849285,1.8066350953327208,4.933524106262756,2.652395419426751,0.11,0.254,27910.42,779.41,Poor,Stage 2,19
L03521,29,130453,14344,17.38,24,362,2022-12-04,0,,0.109955309575096,0.109955309575096,20s,0.0,2022-12-01,1.708355198702862,3.973186911024205,2.6071833741290216,2.408536698676428,5.606239873346172,2.482278279644609,0.1,0.27,13943.43,377.0,Poor,Stage 2,29
L03522,68,141276,4943,13.88,24,841,2023-07-22,0,,0.0349882499504516,0.0349882499504516,60s,0.0,2023-07-01,2.8595327514551823,5.310877284537378,1.991091463443845,2.153202880936504,5.174889285240408,2.426629539977202,0.15,0.283,4822.35,204.45,Excellent,Stage 2,22
L03523,30,36639,22494,5.07,24,417,2024-03-06,0,,0.6139359698681732,0.6139359698681732,20s,0.0,2024-03-01,2.717037698935256,6.6309184348097325,2.057574098064692,2.373906256198936,5.360597561089043,2.221815312843654,0.13,0.291,23011.04,870.2,Poor,Stage 2,14
L03524,31,85088,4891,15.08,48,615,2023-05-31,0,,0.0574816660398646,0.0574816660398646,30s,0.0,2023-05-01,1.9134642250612213,4.921429141968128,2.536535433577892,1.9909266177032352,6.2400099885139495,2.8167784913630864,0.22,0.413,4970.84,452.19,Fair,Stage 2,23
L03525,48,29967,15128,6.44,36,497,2024-01-06,0,,0.5048219708345847,0.5048219708345847,40s,0.0,2024-01-01,2.2579784143704336,5.323742143291377,2.26396814147374,1.964303541078592,6.45362652850156,2.2956399972246384,0.11,0.275,16327.96,494.04,Poor,Stage 2,16
L03526,26,75900,34460,11.26,12,604,2023-05-23,0,,0.4540184453227932,0.4540184453227932,20s,0.0,2023-05-01,1.9134642250612213,4.921429141968128,2.536535433577892,1.9909266177032352,6.2400099885139495,2.8167784913630864,0.08,0.274,34213.15,751.0,Fair,Stage 2,24
L03527,68,116939,33623,13.93,60,604,2023-04-30,0,,0.2875259750810252,0.2875259750810252,60s,0.0,2023-04-01,2.312479485767456,6.424656253352545,2.984933326609414,2.1516471976282863,6.411166137758511,2.7851291234802766,0.05,0.337,33181.07,559.72,Fair,Stage 2,24
L03528,41,76843,37519,5.69,60,704,2023-09-23,0,,0.4882552737399633,0.4882552737399633,40s,0.0,2023-09-01,1.1591001010794146,4.230644229196696,2.9397958517909712,2.114432919187339,4.96997050653583,2.5842995703130565,0.05,0.335,37485.58,628.68,Good,Stage 2,20
L03529,48,133487,20673,5.49,36,810,2024-01-21,0,,0.154869013461985,0.154869013461985,40s,0.0,2024-01-01,2.2579784143704336,5.323742143291377,2.26396814147374,1.964303541078592,6.45362652850156,2.2956399972246384,0.06,0.395,20935.87,496.62,Excellent,Stage 2,16
L03530,52,73821,38690,15.74,12,500,2023-07-30,0,,0.5241056068056515,0.5241056068056515,50s,0.0,2023-07-01,2.8595327514551823,5.310877284537378,1.991091463443845,2.153202880936504,5.174889285240408,2.426629539977202,0.01,0.254,38109.72,96.92,Poor,Stage 1,21
L03531,48,68484,47078,4.52,12,429,2023-02-18,0,,0.687430640733602,0.687430640733602,40s,0.0,2023-02-01,2.395625964836375,5.4348975897018175,2.441587329929464,2.195429606838536,5.709865222129474,2.584092472343392,0.26,0.285,46740.8,3468.74,Poor,Stage 2,27
L03532,64,65487,6140,4.99,12,634,2022-07-07,0,,0.0937590666849909,0.0937590666849909,60s,0.0,2022-07-01,4.073947525166922,4.801062819433707,1.8246969232435752,2.4842263194193843,5.551075369500374,2.3953731308672186,0.22,0.298,6306.55,413.57,Fair,Stage 2,34
L03533,43,90540,17301,13.27,24,809,2024-02-22,0,,0.1910868124585818,0.1910868124585818,40s,0.0,2024-02-01,2.146702655291118,4.127132105166019,2.34390369899253,2.0997858453349783,5.506876616557747,2.1819356611975134,0.04,0.321,17200.28,221.13,Excellent,Stage 2,15
L03534,37,122114,9080,4.24,48,604,2023-08-07,0,,0.0743567486119527,0.0743567486119527,30s,0.0,2023-08-01,2.32466590502742,5.368390005873416,2.822011395704353,2.290270107591903,5.323876239875504,2.521788194019356,0.04,0.268,9299.66,99.79,Fair,Stage 2,21
L03535,45,86573,33054,13.63,24,444,2022-10-03,1,2024-05-24,0.3818049507352177,0.3818049507352177,40s,20.0,2022-10-01,2.6306927290414364,6.4088103741296365,2.599819147327161,2.049337569661418,6.388047865137168,2.413916357481154,0.69,0.288,34946.13,6944.48,Poor,Stage 3,31
L03536,30,93541,32400,8.37,12,457,2022-08-22,1,2023-08-12,0.3463721790444831,0.3463721790444831,20s,12.0,2022-08-01,1.5884499952760007,6.694642118148653,2.071038927995376,2.5550033703400445,5.676320311620862,2.2290679117675807,0.19,0.291,31255.01,1727.61,Poor,Stage 2,33
L03537,44,32094,34280,11.14,36,357,2023-03-06,0,,1.0681124197669347,1.0681124197669347,40s,0.0,2023-03-01,1.7468361422810283,7.373944570221173,2.9288667139019533,2.208256588031258,6.843451108528463,2.6913202522677024,0.06,0.211,34013.98,431.28,Poor,Stage 2,26
L03538,59,128050,11678,13.38,12,667,2022-11-19,0,,0.0911987504880905,0.0911987504880905,50s,0.0,2022-11-01,2.886562168284985,6.436722334884672,2.239832317477644,2.48204162733108,6.3020746040491735,2.4701808206419096,0.1,0.345,11530.67,397.39,Fair,Stage 2,30
L03539,35,77194,29082,17.11,12,442,2023-04-17,0,,0.3767391248024458,0.3767391248024458,30s,0.0,2023-04-01,2.312479485767456,6.424656253352545,2.984933326609414,2.1516471976282863,6.411166137758511,2.7851291234802766,0.22,0.246,28061.44,1519.84,Poor,Stage 2,25
L03540,67,110302,27715,17.83,48,639,2022-12-08,0,,0.2512647096154194,0.2512647096154194,60s,0.0,2022-12-01,1.708355198702862,3.973186911024205,2.6071833741290216,2.408536698676428,5.606239873346172,2.482278279644609,0.08,0.385,27700.18,853.51,Fair,Stage 2,29
L03541,69,105890,16627,17.62,12,773,2023-03-12,0,,0.1570214373406365,0.1570214373406365,60s,0.0,2023-03-01,1.7468361422810283,7.373944570221173,2.9288667139019533,2.208256588031258,6.843451108528463,2.6913202522677024,0.26,0.292,16520.62,1256.05,Very Good,Stage 2,26
L03542,30,126948,4611,15.92,24,330,2023-10-19,0,,0.0363219585972209,0.0363219585972209,20s,0.0,2023-10-01,1.9361392798913275,5.201538083718159,2.1953790107849285,1.8066350953327208,4.933524106262756,2.652395419426751,0.09,0.291,4452.58,116.55,Poor,Stage 2,19
L03543,40,58547,45218,12.18,60,653,2023-05-13,1,2027-09-16,0.7723367550856577,0.7723367550856577,30s,53.0,2023-05-01,1.9134642250612213,4.921429141968128,2.536535433577892,1.9909266177032352,6.2400099885139495,2.8167784913630864,0.72,0.211,46530.96,7057.34,Fair,Stage 3,24
L03544,58,72788,45523,6.38,48,808,2023-10-31,0,,0.6254190251140298,0.6254190251140298,50s,0.0,2023-10-01,1.9361392798913275,5.201538083718159,2.1953790107849285,1.8066350953327208,4.933524106262756,2.652395419426751,0.25,0.329,45829.16,3768.88,Excellent,Stage 2,18
L03545,67,30924,48841,17.69,48,476,2023-01-23,0,,1.5793881774673393,1.5793881774673393,60s,0.0,2023-01-01,2.4823076569763702,7.721511165662398,2.7035067129716897,2.3590750079880727,6.043806803857092,2.5168408015261186,0.13,0.315,48446.61,1984.58,Poor,Stage 2,28
L03546,55,146078,6420,16.57,48,719,2022-07-07,1,2023-06-02,0.0439491230712359,0.0439491230712359,50s,11.0,2022-07-01,4.073947525166922,4.801062819433707,1.8246969232435752,2.4842263194193843,5.551075369500374,2.3953731308672186,0.67,0.225,6245.92,939.49,Good,Stage 3,34
L03547,47,72703,23575,4.57,12,374,2022-08-01,0,,0.3242644732679531,0.3242644732679531,40s,0.0,2022-08-01,1.5884499952760007,6.694642118148653,2.071038927995376,2.5550033703400445,5.676320311620862,2.2290679117675807,0.08,0.3,22634.34,543.27,Poor,Stage 2,34
L03548,59,94884,31783,15.13,48,539,2023-10-13,0,,0.3349669069600776,0.3349669069600776,50s,0.0,2023-10-01,1.9361392798913275,5.201538083718159,2.1953790107849285,1.8066350953327208,4.933524106262756,2.652395419426751,0.08,0.285,31108.04,709.37,Poor,Stage 2,19
L03549,38,70411,49727,6.34,48,302,2022-11-06,1,2024-05-24,0.7062390819616253,0.7062390819616253,30s,19.0,2022-11-01,2.886562168284985,6.436722334884672,2.239832317477644,2.48204162733108,6.3020746040491735,2.4701808206419096,0.84,0.324,51822.18,14121.99,Poor,Stage 3,30
L03550,44,64162,38749,12.7,24,700,2023-05-03,0,,0.6039244412580655,0.6039244412580655,40s,0.0,2023-05-01,1.9134642250612213,4.921429141968128,2.536535433577892,1.9909266177032352,6.2400099885139495,2.8167784913630864,0.5,0.275,38810.23,5331.8,Good,Stage 3,24
L03551,42,93694,4014,6.33,36,665,2022-09-26,0,,0.0428415907101842,0.0428415907101842,40s,0.0,2022-09-01,1.9288699846668167,6.060691103133213,2.570890997120925,2.5304225017032462,5.8521320135718575,2.1555422827866253,0.07,0.191,3996.36,53.55,Fair,Stage 2,32
L03552,22,136180,10585,11.21,24,754,2022-09-22,0,,0.0777280070494933,0.0777280070494933,20s,0.0,2022-09-01,1.9288699846668167,6.060691103133213,2.570890997120925,2.5304225017032462,5.8521320135718575,2.1555422827866253,0.11,0.309,10914.04,371.54,Very Good,Stage 2,32
L03553,34,108161,40142,10.71,24,506,2023-09-21,1,2025-02-26,0.3711319237063267,0.3711319237063267,30s,17.0,2023-09-01,1.1591001010794146,4.230644229196696,2.9397958517909712,2.114432919187339,4.96997050653583,2.5842995703130565,0.7,0.185,39184.07,5079.97,Poor,Stage 3,20
L03554,61,50268,22028,12.78,36,549,2022-07-11,1,2023-10-01,0.4382111880321477,0.4382111880321477,60s,15.0,2022-07-01,4.073947525166922,4.801062819433707,1.8246969232435752,2.4842263194193843,5.551075369500374,2.3953731308672186,0.16,0.292,23351.1,1090.91,Poor,Stage 2,34
L03555,41,81745,35743,11.34,36,535,2023-06-15,0,,0.4372499847085448,0.4372499847085448,40s,0.0,2023-06-01,1.6866116662931072,5.292361429215716,2.7522617229098687,1.970851792373928,5.546148941512129,2.757910161032392,0.12,0.189,35108.97,797.98,Poor,Stage 2,23
L03556,58,80109,15470,16.76,48,329,2023-09-20,0,,0.1931118850566103,0.1931118850566103,50s,0.0,2023-09-01,1.1591001010794146,4.230644229196696,2.9397958517909712,2.114432919187339,4.96997050653583,2.5842995703130565,0.25,0.259,15422.59,998.83,Poor,Stage 2,20
L03557,35,28806,35162,13.27,24,354,2023-07-20,0,,1.220648476011942,1.220648476011942,30s,0.0,2023-07-01,2.8595327514551823,5.310877284537378,1.991091463443845,2.153202880936504,5.174889285240408,2.426629539977202,0.04,0.243,35501.75,344.91,Poor,Stage 2,22
L03558,44,56827,14285,12.7,12,638,2023-07-10,0,,0.2513769862917275,0.2513769862917275,40s,0.0,2023-07-01,2.8595327514551823,5.310877284537378,1.991091463443845,2.153202880936504,5.174889285240408,2.426629539977202,0.22,0.243,14467.9,773.32,Fair,Stage 2,22
L03559,23,43039,47929,17.12,60,518,2024-04-15,1,2024-11-08,1.1136178814563535,1.1136178814563535,20s,7.0,2024-04-01,2.610925191020669,4.921261927611488,2.4286029073507773,2.4915551817490145,5.226437489195747,2.276693568136,0.66,0.308,46152.95,9394.96,Poor,Stage 3,13
L03560,34,72018,29250,13.19,60,309,2022-08-26,1,2024-09-14,0.4061484628842789,0.4061484628842789,30s,25.0,2022-08-01,1.5884499952760007,6.694642118148653,2.071038927995376,2.5550033703400445,5.676320311620862,2.2290679117675807,0.33,0.157,28485.37,1476.23,Poor,Stage 2,33
L03561,54,117400,34311,8.12,60,573,2024-05-15,0,,0.2922572402044293,0.2922572402044293,50s,0.0,2024-05-01,1.3930510644373455,4.999306485684271,2.408811511663381,2.240337984797757,5.51716228270183,2.29832950569295,0.08,0.218,34166.07,595.6,Poor,Stage 2,12
L03562,27,134604,19624,7.44,24,413,2022-06-04,0,,0.1457906154349053,0.1457906154349053,20s,0.0,2022-06-01,2.002612590577211,5.533255997280228,2.7914678840637914,1.720401525688848,6.070943201332469,2.63804158965663,0.12,0.273,19625.57,643.57,Poor,Stage 2,35
L03563,69,130747,7447,8.44,36,611,2024-04-27,0,,0.0569573298048903,0.0569573298048903,60s,0.0,2024-04-01,2.610925191020669,4.921261927611488,2.4286029073507773,2.4915551817490145,5.226437489195747,2.276693568136,0.13,0.273,7030.56,249.78,Fair,Stage 2,12
L03564,68,124883,7849,5.91,48,598,2023-05-25,1,2023-08-25,0.0628508283753593,0.0628508283753593,60s,3.0,2023-05-01,1.9134642250612213,4.921429141968128,2.536535433577892,1.9909266177032352,6.2400099885139495,2.8167784913630864,0.74,0.242,7857.14,1409.19,Fair,Stage 3,24
L03565,53,130653,33262,16.51,48,330,2023-05-10,0,,0.2545827497263744,0.2545827497263744,50s,0.0,2023-05-01,1.9134642250612213,4.921429141968128,2.536535433577892,1.9909266177032352,6.2400099885139495,2.8167784913630864,0.04,0.288,33761.71,389.26,Poor,Stage 2,24
L03566,54,70344,46273,14.01,60,484,2022-07-20,0,,0.657810189923803,0.657810189923803,50s,0.0,2022-07-01,4.073947525166922,4.801062819433707,1.8246969232435752,2.4842263194193843,5.551075369500374,2.3953731308672186,0.11,0.258,45927.6,1301.35,Poor,Stage 2,34
L03567,53,47014,37563,11.17,48,553,2022-12-23,0,,0.7989747734717318,0.7989747734717318,50s,0.0,2022-12-01,1.708355198702862,3.973186911024205,2.6071833741290216,2.408536698676428,5.606239873346172,2.482278279644609,0.02,0.247,37885.76,187.33,Poor,Stage 2,29
L03568,36,88773,39099,14.47,12,418,2024-03-09,1,2024-06-02,0.4404379710046974,0.4404379710046974,30s,3.0,2024-03-01,2.717037698935256,6.6309184348097325,2.057574098064692,2.373906256198936,5.360597561089043,2.221815312843654,0.71,0.3,38122.19,8118.97,Poor,Stage 3,14
L03569,42,99317,18120,14.6,12,799,2022-05-30,0,,0.1824461069101966,0.1824461069101966,40s,0.0,2022-05-01,1.3761188425140192,6.318907291787187,2.569954585294288,1.7584506549428334,6.411956393472274,2.4795611804930995,0.1,0.34,17954.12,610.85,Very Good,Stage 2,36
L03570,53,67879,24873,15.95,36,304,2022-07-25,0,,0.3664314441874512,0.3664314441874512,50s,0.0,2022-07-01,4.073947525166922,4.801062819433707,1.8246969232435752,2.4842263194193843,5.551075369500374,2.3953731308672186,0.2,0.272,25799.57,1404.75,Poor,Stage 2,34
L03571,30,72775,24113,15.69,48,839,2023-06-15,0,,0.331336310546204,0.331336310546204,20s,0.0,2023-06-01,1.6866116662931072,5.292361429215716,2.7522617229098687,1.970851792373928,5.546148941512129,2.757910161032392,0.03,0.322,23805.75,229.61,Excellent,Stage 2,23
L03572,67,72784,25357,7.35,24,838,2023-07-18,1,2024-12-07,0.3483870081336557,0.3483870081336557,60s,17.0,2023-07-01,2.8595327514551823,5.310877284537378,1.991091463443845,2.153202880936504,5.174889285240408,2.426629539977202,0.7,0.451,26175.72,8263.16,Excellent,Stage 3,22
L03573,31,49404,25888,11.14,48,730,2023-11-24,0,,0.524006153347907,0.524006153347907,30s,0.0,2023-11-01,1.7402557425219578,6.967381840997457,2.685016707073905,1.6118317078309,5.466521384637438,2.606730523216602,0.09,0.312,25575.25,718.21,Good,Stage 2,18
L03574,24,133695,25482,6.54,24,812,2023-02-26,0,,0.1905980029170874,0.1905980029170874,20s,0.0,2023-02-01,2.395625964836375,5.4348975897018175,2.441587329929464,2.195429606838536,5.709865222129474,2.584092472343392,0.1,0.371,25552.91,947.07,Excellent,Stage 2,27
L03575,61,96023,38435,13.06,60,329,2023-08-26,1,2026-03-16,0.4002686856274017,0.4002686856274017,60s,31.0,2023-08-01,2.32466590502742,5.368390005873416,2.822011395704353,2.290270107591903,5.323876239875504,2.521788194019356,0.63,0.22,37843.53,5241.49,Poor,Stage 3,21
L03576,61,131539,16663,10.09,24,616,2023-09-17,0,,0.1266772592158979,0.1266772592158979,60s,0.0,2023-09-01,1.1591001010794146,4.230644229196696,2.9397958517909712,2.114432919187339,4.96997050653583,2.5842995703130565,0.11,0.303,16467.01,549.19,Fair,Stage 2,20
L03577,45,39689,21599,11.81,60,419,2022-07-17,0,,0.5442062032301141,0.5442062032301141,40s,0.0,2022-07-01,4.073947525166922,4.801062819433707,1.8246969232435752,2.4842263194193843,5.551075369500374,2.3953731308672186,0.04,0.327,22436.66,293.37,Poor,Stage 2,34
L03578,64,108623,26753,15.37,12,522,2023-10-27,0,,0.2462922217209983,0.2462922217209983,60s,0.0,2023-10-01,1.9361392798913275,5.201538083718159,2.1953790107849285,1.8066350953327208,4.933524106262756,2.652395419426751,0.08,0.347,27020.46,749.59,Poor,Stage 2,18
L03579,45,101596,45495,14.47,48,333,2023-12-09,0,,0.447803063112721,0.447803063112721,40s,0.0,2023-12-01,1.894676466343383,7.069755601215846,1.9379351431262704,1.8570238295855563,6.412891841977154,2.272776953661701,0.02,0.32,45081.3,288.4,Poor,Stage 2,17
L03580,27,100352,42485,8.5,36,392,2024-03-23,0,,0.4233597735969387,0.4233597735969387,20s,0.0,2024-03-01,2.717037698935256,6.6309184348097325,2.057574098064692,2.373906256198936,5.360597561089043,2.221815312843654,0.14,0.271,41508.74,1576.68,Poor,Stage 2,14
L03581,25,133483,36756,11.56,48,743,2023-09-05,0,,0.2753609073814643,0.2753609073814643,20s,0.0,2023-09-01,1.1591001010794146,4.230644229196696,2.9397958517909712,2.114432919187339,4.96997050653583,2.5842995703130565,0.11,0.214,37362.95,880.6,Very Good,Stage 2,20
L03582,50,26088,38113,5.44,60,603,2023-12-05,0,,1.460939895737504,1.460939895737504,40s,0.0,2023-12-01,1.894676466343383,7.069755601215846,1.9379351431262704,1.8570238295855563,6.412891841977154,2.272776953661701,0.07,0.241,37804.95,638.32,Fair,Stage 2,17
L03583,49,128991,35696,4.24,48,839,2023-04-11,0,,0.2767324852121466,0.2767324852121466,40s,0.0,2023-04-01,2.312479485767456,6.424656253352545,2.984933326609414,2.1516471976282863,6.411166137758511,2.7851291234802766,0.06,0.289,35533.3,615.9,Excellent,Stage 2,25
L03584,23,103492,26471,9.94,36,765,2022-09-27,1,2024-04-04,0.2557782244038186,0.2557782244038186,20s,18.0,2022-09-01,1.9288699846668167,6.060691103133213,2.570890997120925,2.5304225017032462,5.8521320135718575,2.1555422827866253,0.67,0.159,27094.9,2885.59,Very Good,Stage 3,32
L03585,43,121415,5737,13.03,60,365,2023-09-05,1,2025-11-07,0.0472511633653173,0.0472511633653173,40s,26.0,2023-09-01,1.1591001010794146,4.230644229196696,2.9397958517909712,2.114432919187339,4.96997050653583,2.5842995703130565,0.28,0.17,5610.99,267.38,Poor,Stage 2,20
